X,Y,OBJECTID,ASSET_ADDR,ASSET_NAME,OPA_ADDR,SITE_NAME,SITE_CODE,SHAREBLDG_ASSETID,ASSET_ID,SHAREBLDG_NOTE,ASSET_GROUP1,ASSET_GROUP2,ASSET_TYPE,ASSET_SUBTYPE1,ASSET_SUBTYPE2,BUILDINGID,SECONDARYSITE_ID,PRIMARYSITE_ID,ASSET_SUBT1_DESC,CITYOWNED,CITYUSE_DESC,OCCUPANT,MAINTAINEDBY,OPA_ID,OPA_OWNER,SITE_ACRES,SERVING_TYPE,EDITNOTE1,EDITDATE,EDITSOURCE,EDITOR,NOT_PUBLIC,STATUS
-75.05056025,40.06172617,1636,8101 BUSTLETON AVE,Pelbano Playground Batting Cage,8101 BUSTLETON AVE,Pelbano Playground,,,2587,,A11,A11.3,B2,C89,,,,4343,Batting Cage,Y,Owned,Public use,PPR,786055500,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.03104357,40.04070228,1637,7818 FRANKFORD AVE,Fire Engine 36/Ladder 20,7818 FRANKFORD AVE,Fire Engine 36/Ladder 20,13036E,,211,,A13,A13.1,B1,C14,,1257188,,10535930,Fire Station,Y,Owned,FIRE,DPP,786152100,CITY OF PHILA,0.31271809,C,,2012/06/06 00:00:00+00,Dept per MDO request. PICA 2007 sqft,mw,N,A
-75.02694055,40.0362543,1638,4500 RHAWN ST,Holmesburg Playground Field,4500 RHAWN ST,Holmesburg Playground,,,2324,,A11,A11.3,B3,C87,,,,4228,Baseball Field,Y,Owned,Public use,PPR,786455200,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.01387017,40.0281444,1639,8201 STATE RD,Pennypack on the Delaware Concession/Restroom,8201 STATE RD,Pennypack Creek Park,,,1541,,A11,,B1,C55,,1286597,,4346,Restrooms,Y,Owned,Public use,PPR,786505000,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.00896734,40.03694117,1640,8501 STATE RD,Police Academy Trailers (Audio Visual),8401 STATE RD,Police Academy,,,1772,,A13,A13.2,B4,C69,D4,1311920,,10440714,Trailers,Y,Owned,POLICE,DPP,786505100,PHILA MUNICIPAL AUTH,,M,Acres in AssetID 69 Police Academy,2012/06/01 00:00:00+00,Dept per MDO request. PICA 2007 sqft,mw,N,A
-75.0057996,40.03525025,1641,8501 STATE RD,Police Academy Simunitions Training Bldg,8401 STATE RD,Police Academy,,,1773,,A13,A13.2,B1,C34,D4,1284435,,10440714,Multi-Use\Office Building,Y,Owned,POLICE,DPP,786505100,PHILA MUNICIPAL AUTH,,M,Acres in AssetID 69 Police Academy,2013/01/31 00:00:00+00,Dept per MDO request. PICA 2007 sqft,mw,N,A
-74.97219164,40.09654117,1642,3500 ACADEMY RD,Fitzpatrick Playground Basketball Court,3500 ACADEMY RD,Fitzpatrick Playground,,,2237,,A11,A11.3,B2,C4,,,,4165,Basketball Court,Y,Owned,Public use,PPR,786001800,SCHOOL DISTRICT OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.27933128,39.97429889,1643,7800 CITY AVE,Cobbs Creek Driving Range Shelter,7800 CITY AVE,Cobbs Creek Golf Course & Driving Range,,,1457,,A11,,B1,C40,,1539707,,4106,Pavilion\Shelter,Y,Owned,Public use,PPR,783096700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.25967886,39.97372791,1644,7401 LANSDOWNE AVE,Rose Playground Athletic Field,,Rose Playground,,,2621,,A11,A11.3,B3,C87,,,,4106,Baseball Field,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2432896,39.94233208,1645,COBBS CREEK PKWY,Cobbs Creek Parkway,,Cobbs Creek Parkway,,,1837,,A11,A11.2,B3,C54,,,,4106,Regional\Metro Park,Y,Owned,Public use,PPR,,,851.4890747,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.23667954,39.88949736,1646,8500 ESSINGTON AVE,PHL - Dept Aviation Facility-storage,8500 ESSINGTON AVE,PHL,42122E,,426,,A1,,B1,C73,,,,10485758,Warehouse,Y,Owned,PHL,PHL,773300001,CITY OF PHILA,685.4912109,M,,2011/04/14 00:00:00+00,,,N,A
-75.24005109,39.912464,1647,2618 S 73RD ST,2618 S 73rd Street,2618 S 73RD ST,2618 S 73rd Street,16085E,,558,,A11,A11.2,B3,C31,,,,10497502,Breezeway\Island\Managed Open Space,Y,Owned,Public use,PPR,404076201,CITY OF PHILA,0.074876,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.23777327,39.91363831,1648,7101 DICKS AVE,Elmwood Park Storage,7101 DICKS AVE,Elmwood Park,16243E,,509,,A11,,B4,C65,,,,4149,Shed,Y,Owned,Public use,PPR,783122200,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.23384564,39.94865574,1649,728 S 55TH ST,Christy Recreation Center Fields,728 S 55TH ST,Christy Recreation Center,,,2110,,A11,A11.3,B3,C87,,,,4090,Baseball Field,Y,Owned,Public use,PPR,783752400,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.16271385,39.93332798,2441,1300 S 11TH ST,Police 3rd District,1100 WHARTON ST,Police 3rd District / L&I South District Office & Fuel Site 03,11003E,,23,L&I South District Office (2nd Fl),A13,A13.2,B1,C43,D10,1455059,,10165532,Police Station,Y,Owned,"POLICE, L&I, STREETS",DPP,781429100,CITY OF PHILA,2.15000009,C,2 L&I  units 1440 sqft. Streets Survey & Highway units. Occupants are totaled for L&I and Police. 3rd and 4th Districts merged.,2012/06/13 00:00:00+00,Dept per MDO request. PICA 2007 sqft,mw,N,A
-75.23122638,39.9773797,1651,5431-43 LANSDOWNE AVE,Baker Playground,5431-43 LANSDOWNE AVE,Baker Playground,,,1981,,A11,A11.3,B3,C50,D18,,,4039,Recreation Center,Y,Owned,Public use,PPR,783259400,CITY OF PHILA,0.75911098,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.22506428,39.95747026,1652,125-33 S 52ND ST,Regional Library West - Blackwell,125-33 S 52ND ST,Regional Library West - Blackwell,52112E,,49,,A8,,B1,C28,,1419910,,10284880,Library Regional,Y,Owned,LIBRARY,LIBRARY,783731900,CITY OF PHILA,0.250505,C,,2015/10/19 00:00:00+00,Library,nf,N,A
-75.21267466,39.93706002,1653,5027 GRAYS AVE,Employee Assistance Program,5027 GRAYS AVE,Employee Assistance Program,,,140,,A15,,B1,C34,,1456365,,10122112,Multi-Use\Office Building,Y,Owned,STREETS,STREETS,783181400,CITY OF PHILA,,M,,2011/04/12 00:00:00+00,,,N,A
-75.21007483,39.97803175,1654,42ND ST. & PARKSIDE AVE.,Welsh Fountain,,West Fairmount Park,17302E,,1282,,A11,,B4,C16,,,,4440,Fountain,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.21281885,39.98147542,1655,BELMONT AVE AND NORTH HORTICULTURAL DR,Orb Washbasin,,"West Fairmount Park, Japanese House",,,3229,,A11,,B4,C64,,,0173,4440,Statue\Monument,Y,Owned,Public use,PPR,,,,C,,2015/10/22 00:00:00+00,PPR Data,nf,N,A
-75.20562729,40.01644285,1656,,Robeson-Vandaren Mill Upper Dam,,Wissahickon Valley Park,,,3355,,A15,,B4,C93,,,,4455,Dam,Y,Owned,CITY OF PHILA,CITY OF PHILA,,,2042.063584,M,,2015/10/23 00:00:00+00,PWD Data,nf,N,A
-75.20655948,39.97749246,1657,NORTH CONCOURSE DR,Smith Memorial Arch,,West Fairmount Park,,,3226,,A11,,B4,C64,,,,4440,Statue\Monument,Y,Owned,Public use,PPR,,,,C,,2015/10/22 00:00:00+00,PPR Data,nf,N,A
-75.20291638,40.02247163,1658,5000 HERMIT LN,Daisy Baseball Field 1,5000 HERMIT LN,Daisy Day Camp Playground,,,3064,,A11,A11.3,B3,C87,,,,4455,Baseball Field,Y,Owned,Public use,PPR,784190150,CITY OF PHILA,,C,,2014/03/14 00:00:00+00,PPR Data,mw,N,A
-75.19545798,39.9674146,1659,732-66 N 36TH ST,McAlpine Playground Building,732-66 N 36TH ST,Miles Mack Playground,16415E,,482,,A11,A11.3,B1,C49,,1413117,,4301,Recreation Building,Y,Owned,PPR,PPR,783639200,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.19692875,39.97052532,1660,3400 W GIRARD AVE,Tree House,3400 W GIRARD AVE,Philadelphia Zoo,17827E,,1756,,A18,,B1,C80,,1528099,,4440,Zoo\Animal Habitat,Y,Owned,ZOO,ZOO,783172300,CITY OF PHILA,,C,,2012/06/06 00:00:00+00,"D. Brisbee, Zoo per MDO request",mw,N,A
-75.19793276,39.98071676,1661,KELLY AND FOUNTAIN GREEN DRS,General Ulysses S. Grant,,East Fairmount Park,,,3178,,A11,,B4,C64,,,,4145,Statue\Monument,Y,Owned,Public use,PPR,,,,C,,2015/10/22 00:00:00+00,PPR Data,nf,N,A
-74.99931441,40.05862318,1662,9550 FRANKFORD AVE,Torresdale Playground Athletic Field 1,9550 FRANKFORD AVE,Torresdale Playground,,,2705,,A11,A11.3,B3,C87,,,,4415,Baseball Field,Y,Owned,Public use,PPR,786153150,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-74.97845078,40.0517218,1663,5001 GRANT AVE,Dog,5001 GRANT AVE,Glen Foerd on the Delaware,,,3249,,A11,,B4,C64,,,,10513006,Statue\Monument,Y,Owned,Public use,PPR,786166200,CITY OF PHILA,21.548587,C,,2015/10/22 00:00:00+00,PPR Data,nf,N,A
-74.98166219,40.08975222,1664,11901-13 ACADEMY RD,Fairmount Drainage Right Of Way 4,11901-13 ACADEMY RD,Fairmount Drainage Right Of Way,,,1644,,A11,A11.2,B3,C36,,,0155,4152,Neighborhood Park,Y,Owned,Public use,PPR,778709905,1260 HOUSING DEVELOPMENT,4.78438949,C,,2011/08/02 00:00:00+00,PPR,,N,A
-75.25146525,39.96741436,1665,6600 VINE ST,Bocce Court,,Cobbs Creek Park & Rec Center,,,1821,,A11,A11.3,B3,C6,,,,4106,Bocce Court,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.248215,39.90822615,1666,2500 S 77TH ST,Cibotti Recreation Center Playground Equipment,2500 S 77TH ST,Cibotti Recreation Center,,,2766,,A11,A11.3,B2,C42,,,,4096,Playground Equipment,Y,Owned,Public use,PPR,783803700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1272009,39.97192243,1667,1217 E MONTGOMERY AVE,Library Branch - Fishtown Community,1217 E MONTGOMERY AVE,Library Branch - Fishtown Community,52009E,,900,,A8,,B1,C25,,1033708,,10277886,Library Branch,Y,Owned,LIBRARY,LIBRARY,781286200,CITY OF PHILA LIBRARY,0.035445,C,,2012/05/15 00:00:00+00,Dept per MDO request,mw,N,A
-75.12655005,39.97749975,1668,2222 E CEDAR ST,2222 E Cedar St Parking Lot,2222-28 CEDAR ST,2222 E Cedar St Parking Lot,,,3403,,A10,,B5,C39,,,,1072581,Parking Lot,Y,Lessor,Duffy String Band,,786067600,CITY OF PHILA PARKING,0.1029844,M,,2016/01/13 00:00:00+00,DPP Leases,nf,N,A
-75.15525582,39.9371045,1669,932 S 7TH ST,Library Branch - Santore,932 S 7TH ST,Library Branch - Santore,52038E,,288,,A8,,B1,C25,,1425618,,10486526,Library Branch,Y,Owned,LIBRARY,LIBRARY,781558500,CITY OF PHILA,0.21242,C,,2012/05/15 00:00:00+00,Dept per MDO request,mw,N,A
-75.14125842,39.94138272,1670,611 S CHRIS COLUMBUS BLVD,Pier 28,611 S CHRIS COLUMBUS BLVD,Pier 28,,,1700,,A10,,B6,C41,D16,,,1069525,Pier,Y,Owned,DePaul Group,DRWC,884463670,CITY OF PHILA,1.7041552,M,Confirmation Forkin DRWC 4/16/12,2012/05/02 00:00:00+00,DRWC,MW,N,A
-75.18821898,39.92700363,1671,2501-09 SNYDER AVE,Public Property Warehouse,2501-09 SNYDER AVE,Public Property Warehouse,,,1708,,A15,,B1,C73,,1491041,,10134492,Warehouse,N,Lessee,DPP,DPP,882970630,SALLOUM ANTOINE,,M,"Confirmation by Palentino/Hebert, DPP",2012/05/18 00:00:00+00,DPP,mw,N,A
-75.18689577,39.96938482,1672,6 JOHN B KELLY DR,Bachelors Barge Club Building - Boathouse Row #06,,East Fairmount Park,,,1443,,A11,A11.3,B1,C49,,1517055,,4145,Recreation Building,Y,Lessor,Bacherlor's Barge Club,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.18289956,39.96685051,1673,2500 SPRING GARDEN ST,General Nathaniel Greene,2500 SPRING GARDEN ST,"East Fairmount Park, Reilly Memorial",,,3213,,A11,,B4,C64,,,0216,4145,Statue\Monument,Y,Owned,Public use,PPR,782513700,CITY OF PHILA,24.93726,C,,2015/10/22 00:00:00+00,PPR Data,nf,N,A
-75.02168609,40.05998483,1674,2870 WILLITS RD,Fairmount Drainage Right of Way 4,2870 WILLITS RD,Fairmount Drainage Right Of Way,,,2803,,A11,,B3,C79,,,0152,4152,Watershed\Conservation Park,Y,Owned,Public use,PPR,572076310,CITY OF PHILA,5.65855693,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.27921565,39.97448943,1675,7800 CITY AVE,Cobbs Creek Batting Cage Shelter,7800 CITY AVE,Cobbs Creek Golf Course & Driving Range,,,1458,,A11,,B4,C40,,,,4106,Pavilion\Shelter,Y,Owned,Public use,PPR,783096700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.05403541,40.01831218,1676,6201 TORRESDALE AVE,American Legion Playground Pool,6201 TORRESDALE AVE,American Legion Playground,,,2025,,A11,A11.3,B4,C46,,,,10503767,Pool,Y,Owned,PPR,PPR,786536900,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.05175815,40.06482534,1677,8220 BUSTLETON AVE,Radio Tower - Bustleton Ave,8220 BUSTLETON AVE,Radio Tower - Bustleton Ave,,,3365,,A19,,B4,C47,,,,1090931,Radio\Cell Tower,Y,Owned,PGW,,778605005,CITY OF PHILA,,M,,2015/11/02 00:00:00+00,FCC Data,nf,N,A
-74.98899876,40.09502039,1678,11701 THORNTON RD,Palmer Playground Tennis Court,11701 THORNTON RD,Palmer Playground,,,2568,,A11,A11.3,B2,C67,,,,4338,Tennis Court,Y,Owned,Public use,PPR,786535300,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.17282608,39.92267399,1679,2201 S 16TH ST,Guerin Recreation Center Tennis Court,2201 S 16TH ST,Guerin Recreation Center,,,2286,,A11,A11.3,B2,C67,,,,4198,Tennis Court,Y,Owned,Public use,PPR,782674300,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.20907336,39.97949203,1680,4201 AVE OF THE REP AVE,Commerce,4201 AVE OF THE REP AVE,Memorial Hall,,,3267,,A11,,B4,C64,,1534015,,4440,Statue\Monument,Y,Lessor,Please Touch Museum,Please Touch Museum,783172370,PLEASE TOUCH MUSEUM,12.7442149,C,,2015/10/22 00:00:00+00,PPR Data,nf,N,A
-75.20168706,39.99476695,1681,3850 FORD RD,Recycling Center Weigh Station,,West Fairmount Park,,,1510,,A15,,B1,C70,,1511521,,4440,Transfer Station,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.20279049,40.05201815,1682,651 W ALLENS LN,Allens Lane Art Center,621 W ALLENS LN,Allens Lane Art Center,17610E,,1807,,A11,A11.3,B3,C50,D11,,,4030,Recreation Center,Y,Owned,Public use,PPR,784003700,CITY OF PHILA,5.76389884,C,,2018/07/16 00:00:00+00,PPR Data,rdq,N,A
-75.19742274,39.93604228,1683,1400 S 32ND ST,Stinger Square Playground Pool,1400 S 32ND ST,Stinger Square Playground,,,2684,,A11,A11.3,B4,C46,,,,4402,Pool,Y,Owned,PPR,PPR,782843500,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.24158464,39.94571854,1684,5800 COBBS CREEK PKWY,Library Branch - Blanche A. Nixon,5800 COBBS CREEK PKWY,Library Branch - Blanche A. Nixon,52002E,,241,,A8,,B1,C25,,1452806,,1096746,Library Branch,Y,Owned,LIBRARY,LIBRARY,783097400,CITY OF PHILA,0.60351198,C,,2015/10/19 00:00:00+00,Library,nf,N,A
-75.24083165,39.98151766,1685,5901-29 W COLUMBIA AVE,Tustin Playground Basketball Court,5901-29 W COLUMBIA AVE,Tustin Playground,,,2719,,A11,A11.3,B2,C4,,,,4420,Basketball Court,Y,Owned,Public use,PPR,783098800,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.20319495,40.0511982,1686,651 W ALLENS LN,Allens Lane Art Center Playground Equipment,621 W ALLENS LN,Allens Lane Art Center,17610E,,2918,,A11,A11.3,B2,C42,,,,4030,Playground Equipment,Y,Owned,Public use,PPR,784003700,CITY OF PHILA,,C,,2018/07/16 00:00:00+00,PPR Data,rdq,N,A
-75.23136165,40.06959627,1687,8601 WISSAHICKON AVE,Houston Playground Tennis Court 2,8601 WISSAHICKON AVE,Houston Playground,,,2337,,A11,A11.3,B2,C67,,,,4455,Tennis Court,Y,Owned,Public use,PPR,784484750,FAIRMOUNT PARK COMM,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.20887057,39.94877779,1688,555 S 43RD ST,Health Center 3,4217-21 CHESTER AVE,Health Center 3,14003E,,58,,A7,A7.1,B1,C20,,1477214,,10344544,Health Center,Y,Owned,HEALTH,HEALTH,783090800,CITY OF PHILA,0.62624001,C,,2012/11/14 00:00:00+00,Dept per MDO request,mw,N,A
-75.20907297,39.98956677,1689,4101 MONTGOMERY AVE,Guard Box A at Car Barn,,West Fairmount Park,,,3113,,A11,A11.3,B4,C51,,,,4440,Recreation Other,Y,Owned,PPR,PPR,,,0.004255,M,No OPA parcel,2015/09/27 00:00:00+00,PPR Data,nf,N,I
-75.11796884,39.98134643,1690,2600 ARAMINGO AVE,Cione Playground Building,2600 ARAMINGO AVE,Cione Playground,16170E,,725,,A11,A11.3,B1,C49,,1036553,,4097,Recreation Building,Y,Owned,PPR,PPR,786019700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1637571,39.93291351,1691,1100 WHARTON ST,Parking Lot - 1339 S 12th St,1100 WHARTON ST,Parking Lot - 1339 S 12th St,20428E,,24,,A17,,B3,C39,,,,10165532,Parking Lot,Y,Owned,Public use,PPA,781429100,CITY OF PHILA,2.1495409,C,,2011/06/21 00:00:00+00,PCPC,,N,A
-75.15916614,40.0244076,1692,4521 STENTON AVE,Highway 4th District Yard Bldg (2),4521 STENTON AVE,Highway 4th District Yard,,,1770,,A15,,B1,C17,D1,1221263,,10349624,Garage\Maintenance Building,Y,Owned,STREETS,STREETS,884463425,CITY OF PHILA,,M,,2011/08/21 00:00:00+00,Budget Office email 6/28/11,mw,N,A
-75.24536261,39.9079556,1693,7600 BUIST AVE,Clearview Park,7600 BUIST AVE,Clearview Park,16176E,,500,,A11,A11.2,B3,C36,,,,4102,Neighborhood Park,Y,Owned,Public use,PPR,404298520,REDEVELOPMENT AUTHORITY,5.59445714,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1478093,39.93355212,1694,200-10 WASHINGTON AVE,Fire Engine 3,200-10 WASHINGTON AVE,Fire Engine 3,13003E,,160,,A13,A13.1,B1,C14,,1420329,,10542762,Fire Station,Y,Owned,FIRE,DPP,781422500,CITY OF PHILA,0.14788797,C,,2012/06/06 00:00:00+00,Dept per MDO request. PICA 2007 sqft,mw,N,A
-75.15072242,39.93805599,1695,405-25 QUEEN ST,Weccacoe Playground,405-25 QUEEN ST,Weccacoe Playground,,,1969,,A11,A11.3,B3,C50,D11,,,4438,Recreation Center,Y,Owned,Public use,PPR,781378900,CITY OF PHILA,0.905339,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1434043,39.96972562,1696,400-08 W GIRARD AVE,Fire Engine 29,400-08 W GIRARD AVE,Fire Engine 29 & Fuel Site 174,13029E,,528,,A13,A13.1,B1,C14,,1067046,,10254459,Fire Station,Y,Owned,FIRE,DPP,781142750,CITY OF PHILA,0.24873737,C,,2012/06/06 00:00:00+00,Dept per MDO request. PICA 2007 sqft,mw,N,A
-75.22990695,39.88110398,1697,8500 ESSINGTON AVE,Fuel Site 006,8500 ESSINGTON AVE,Garage 316 & Fuel Site 006,25006E,,428,,A15,,B2,C82,,,,10485758,Fuel Pump,Y,Owned,FLEET,FLEET,773300001,CITY OF PHILA,,M,,2012/05/18 00:00:00+00,Dept per MDO request,mw,N,A
-75.22835696,40.04155211,1698,440-42 PARKER AVE,Kelly Park Basketball Court,440-42 PARKER AVE,Kelly Park,,,2391,,A11,A11.3,B2,C4,,,,4249,Basketball Court,Y,Owned,Public use,PPR,784354400,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.21578705,39.95634422,1699,4700-4708 SANSOM ST,Sansom St Play Lot,4700-08 SANSOM ST,Sansom St Play Lot,16662E,,449,,A11,A11.3,B2,C42,,,,1051204,Playground Equipment,Y,Owned,Public use,,601033850,CITY OF PHILA,0.23455004,C,,2012/08/27 00:00:00+00,"PCPC survey, PPR review, OPA",vm,N,A
-75.21357817,39.93077682,1700,2901 S 56TH ST,Bartram's Gardens Playground Equipment,2901 S 56TH ST,Bartram's Garden,,,2919,,A11,A11.3,B2,C42,,,,10334823,Playground Equipment,Y,Owned,Public use,PPR,783764200,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.01003345,40.05670853,1701,9152 ACADEMY RD,Holme Playground ,9152 ACADEMY RD,Holme Playground ,,,2939,,A11,A11.3,B3,C50,D18,,,4227,Recreation Center,Y,Owned,Public use,PPR,786002100,SCHOOL DISTRICT OF PHILA,10.21011352,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.00655039,40.03652778,1702,8501 STATE RD,Police Academy Bldg SWAT / Canine Facility,8401 STATE RD,Police Academy,11117E,,79,,A13,A13.2,B1,C34,D4,1284451,,10440714,Multi-Use\Office Building,Y,Owned,POLICE,DPP,786505100,PHILA MUNICIPAL AUTH,,M,,2015/11/02 00:00:00+00,Police Data,nf,N,A
-75.23402268,39.9664249,1703,5700 HAVERFORD AVE,Shepard Recreation Center Tennis Court,5700 HAVERFORD AVE,Shepard Recreation Center,,,2657,,A11,A11.3,B2,C67,,,,4383,Tennis Court,Y,Owned,Public use,PPR,783210300,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.26703986,39.9685234,1704,7800 CITY AVE,Cobbs Creek Golf Course,7800 CITY AVE,Cobbs Creek Golf Course & Driving Range,17603E,,993,,A11,A11.3,B3,C18,,,0133,4106,Golf Course,Y,Owned,Public use,PPR,783096700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.23374963,39.92537808,1705,6438 WOODLAND AVE,Fire Engine 40/Ladder 4,6438 WOODLAND AVE,Fire Engine 40/Ladder 4,13040E,,247,,A13,A13.1,B1,C14,,1478145,,10152769,Fire Station,Y,Owned,FIRE,DPP,783603900,CITY OF PHILA,0.35328283,C,,2012/06/06 00:00:00+00,Dept per MDO request. PICA 2007 sqft,mw,N,A
-75.22636605,39.9839623,1706,5301 PARKSIDE AVE,Parkside-Evans Recreation Center Tennis Court,,Parkside-Evans Recreation Center,,,2582,,A11,A11.3,B2,C67,,,,4440,Tennis Court,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.22054342,39.93162594,1707,5655 GRAYS AVE,Deritis Playground,5655 GRAYS AVE,Deritis Playground,16211E,,198,,A11,A11.3,B3,C50,D11,,,4125,Recreation Center,Y,Owned,Public use,PPR,783182000,CITY OF PHILA,1.05216205,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.21717485,39.94271619,1708,4901 KINGSESSING AVE,Kingsessing Recreation Center Building,4901 KINGSESSING AVE,Kingsessing Recreation Center,16368E,,974,,A11,A11.3,B1,C49,,1505597,,4253,Recreation Building,Y,Owned,PPR,PPR,783249500,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.23306221,39.91476637,1709,6801 GROVERS AVE,James Finnegan Playground Baseball Field,6801 GROVERS AVE,James Finnegan Playground,,,2369,,A11,A11.3,B3,C87,,,,4237,Baseball Field,Y,Owned,Public use,PPR,783185100,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.15420984,40.06437776,1710,7210-18 OGONTZ AVE,Older Adult Center - West Oak Lane Building,7210-18 OGONTZ AVE,West Oak Lane Senior Center,,,1624,,A11,A11.3,B1,C38,,1104553,,10268275,Older Adult Center,Y,Owned,PPR,PPR,775712500,PHILADELPHIA CORPORATION,0.24830399,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.15420984,40.06437776,1711,7210-18 OGONTZ AVE,Older Adult Center - West Oak Lane Building,7210-18 OGONTZ AVE,West Oak Lane Senior Center,,,1624,,A11,A11.3,B1,C38,,1113407,,10268275,Older Adult Center,Y,Owned,PPR,PPR,775712500,PHILADELPHIA CORPORATION,0.24830399,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.15232128,39.94703392,1712,600 WALNUT ST,Washington Square Fountain,600 WALNUT ST,Washington Square,17300E,,15,,A11,,B4,C16,,,,4429,Fountain,Y,Owned,Public use,PPR,781417200,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.13720138,39.96658264,1713,1036-66 N FRONT ST,Tip Top Playground Street Hockey Court,1036-66 N FRONT ST,Tip Top Playground,,,2702,,A11,A11.3,B2,C88,,,,4409,Street Hockey Court\Rink,Y,Owned,Public use,PPR,781129400,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.13790712,40.00035242,1714,3201 N 5TH ST,Rivera Recreation Center Building,3201 N 5TH ST,Rivera Recreation Center,16331E,1040,922,Mann Older Adult Center,A11,A11.3,B1,C49,,1064701,,4371,Recreation Building,Y,Owned,PPR,PPR,786672100,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.10112731,40.04645057,1715,6000 RISING SUN AVE,Lawncrest Recreation Center Tennis Court,6000 RISING SUN AVE,Lawncrest Recreation Center,,,2418,,A11,A11.3,B2,C67,,,,4263,Tennis Court,Y,Owned,Public use,PPR,786458500,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.09351815,40.06809399,1716,401 COTTMAN AVE,Burholme Batting Cage,7370 CENTRAL AVE,Burholme Driving Range,,,2834,,A11,A11.3,B2,C89,,,,10478090,Batting Cage,Y,Owned,Public use,PPR,786068900,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.09106773,40.02388089,1717,1003 FOULKROD ST,Northwood Park Tennis Court,1003 FOULKROD ST,Northwood Park,,,2552,,A11,A11.3,B2,C67,,,,4331,Tennis Court,Y,Owned,Public use,PPR,234097410,LIBERTY REAL ESTATE,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
